"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
186,"Mid-Atl","Male","Graduate","Married","Catholic","Very happy","110000-129999","Extremely liberal","NA","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
187,"Mid-Atl","Female","Bachelors","Married","None","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
188,"Mid-Atl","Female","Graduate","Married","Catholic","Pretty happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
189,"Mid-Atl","Male","Bachelors","Never Married","Catholic","Very happy","40000-49999","Moderate","Not legal","Favor","No","NA","NA","NA","Too little","Bush","Yes"
190,"Mid-Atl","Female","HS","Never Married","Protestant","Very happy","NA","Conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","NA"
191,"Mid-Atl","Female","Graduate","Married","Catholic","NA","40000-49999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
192,"Mid-Atl","Female","Bachelors","Married","Catholic","NA","40000-49999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
193,"Mid-Atl","Female","HS","Married","NA","Not too happy","NA","NA","NA","Favor","No","NA","NA","NA","About right","NA","Yes"
194,"Mid-Atl","Male","HS","Married","None","Very happy","30000-34999","Moderate","NA","Favor","No","NA","NA","NA","NA","NA","No"
195,"Mid-Atl","Male","HS","Married","Catholic","Pretty happy","NA","Moderate","NA","Oppose","No","NA","NA","NA","Too little","NA","Yes"
196,"Mid-Atl","Female","HS","Married","Catholic","Pretty happy","NA","Slightly conservative","NA","NA","Yes","Too little","About right","Too little","Too little","Bush","Yes"
197,"Mid-Atl","Male","Bachelors","Never Married","Protestant","Pretty happy","90000-109999","Conservative","Not legal","Favor","NA","Too much","About right","Too little","About right","Bush","Yes"
198,"Mid-Atl","Female","Graduate","Married","Catholic","Pretty happy","60000-74999","Conservative","Not legal","Oppose","No","NA","NA","NA","Too little","Bush","Yes"
199,"Mid-Atl","Female","Graduate","Married","Protestant","Very happy","NA","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
200,"Mid-Atl","Female","Bachelors","Married","Catholic","Very happy","40000-49999","Conservative","NA","Favor","Yes","About right","Too little","About right","Too much","Bush","Yes"
201,"Mid-Atl","Female","HS","Married","Catholic","Very happy","NA","Extremely liberal","Not legal","Favor","NA","NA","NA","NA","Too little","NA","Yes"
202,"Mid-Atl","Female","Bachelors","Divorced","Jewish","Pretty happy","110000-129999","Moderate","NA","Favor","NA","Too much","Too little","Too little","Too little","Kerry","No"
203,"Mid-Atl","Male","Bachelors","Never Married","Catholic","Not too happy","NA","Moderate","Legal","Favor","Yes","About right","About right","Too little","About right","Kerry","Yes"
204,"Mid-Atl","Female","Graduate","Married","None","Very happy","6000-6999","Slightly liberal","Not legal","Oppose","NA","NA","NA","NA","Too little","Kerry","Yes"
205,"Mid-Atl","Female","Graduate","Widowed","Protestant","Pretty happy","NA","Slightly liberal","Legal","Favor","NA","Too much","Too little","Too little","About right","Kerry","No"
206,"Mid-Atl","Female","Left HS","Married","Catholic","Very happy","10000-124999","Slightly conservative","Not legal","Oppose","No","Too much","Too little","About right","About right","NA","Yes"
207,"Mid-Atl","Female","HS","Married","Catholic","NA","60000-74999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
208,"Mid-Atl","Female","Left HS","Widowed","Catholic","NA","7000-7999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
209,"Mid-Atl","Female","HS","Married","Moslem/Islam","Very happy","35000-39999","Liberal","NA","Favor","No","NA","NA","NA","About right","NA","Yes"
210,"Mid-Atl","Male","HS","Married","Protestant","Pretty happy","60000-74999","Moderate","NA","Favor","No","NA","NA","NA","About right","Kerry","Yes"
211,"Mid-Atl","Female","HS","Separated","Other","Pretty happy","8000-9999","Slightly liberal","Not legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
212,"Mid-Atl","Female","Bachelors","Widowed","Catholic","Very happy","NA","Slightly conservative","Legal","Oppose","No","NA","NA","NA","About right","Bush","Yes"
213,"Mid-Atl","Male","HS","Married","Buddhism","Pretty happy","90000-109999","Slightly conservative","Legal","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
214,"Mid-Atl","Female","Bachelors","Married","Protestant","Pretty happy","NA","Slightly conservative","Legal","Oppose","No","NA","NA","NA","About right","Bush","NA"
215,"Mid-Atl","Female","Jr Col","Widowed","Catholic","NA","6000-6999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
216,"Pacific","Male","Left HS","Never Married","None","NA","NA","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
217,"Pacific","Female","Bachelors","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
218,"Pacific","Female","HS","Divorced","Catholic","Pretty happy","20000-22499","Moderate","Not legal","Oppose","NA","About right","About right","Too little","NA","Bush","Yes"
219,"Pacific","Female","HS","Divorced","None","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
220,"Pacific","Male","HS","Married","None","NA","30000-34999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
221,"Pacific","Male","Left HS","Married","None","Very happy","40000-49999","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","About right","NA","No"
222,"Pacific","Female","HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
223,"Pacific","Male","HS","Married","Catholic","Pretty happy","15000-17499","Moderate","Not legal","Favor","NA","Too much","Too little","Too little","About right","NA","No"
224,"Pacific","Male","HS","Never Married","Catholic","Not too happy","35000-39999","Moderate","Legal","Oppose","No","NA","NA","NA","NA","NA","Yes"
225,"Pacific","Male","HS","Married","Catholic","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
226,"Pacific","Female","HS","Married","None","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
227,"Pacific","Male","Jr Col","Married","None","NA","60000-74999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
228,"Pacific","Male","Bachelors","Married","Catholic","Pretty happy","12500-14999","Moderate","Not legal","Favor","No","NA","NA","NA","About right","NA","No"
229,"Pacific","Male","Left HS","Married","Catholic","Pretty happy","20000-22499","Moderate","Not legal","Favor","NA","About right","About right","Too much","About right","NA","Yes"
230,"Pacific","Female","HS","Separated","Catholic","Not too happy","12500-14999","Conservative","Not legal","Oppose","No","Too much","Too little","Too little","Too little","NA","Yes"
231,"Pacific","Female","Bachelors","Married","Christian","Very happy","Refused","Liberal","Legal","Favor","No","NA","NA","NA","About right","NA","Yes"
232,"Pacific","Female","Bachelors","Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
233,"Pacific","Male","Graduate","Divorced","Protestant","Very happy","150000+","Moderate","Legal","Favor","NA","Too much","Too little","Too little","About right","NA","No"
234,"Pacific","Male","Bachelors","Never Married","Protestant","NA","110000-129999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
235,"Pacific","Female","HS","Divorced","Catholic","Pretty happy","60000-74999","Moderate","Legal","Favor","NA","About right","Too little","About right","About right","NA","No"
236,"Pacific","Male","Graduate","Married","None","Pretty happy","Refused","Slightly liberal","Legal","Favor","NA","Too little","Too little","Too little","About right","Bush","Yes"
237,"Pacific","Male","HS","Married","Protestant","Very happy","NA","Extremely conservative","NA","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
238,"Pacific","Female","Bachelors","Married","Protestant","Pretty happy","40000-49999","Slightly liberal","Legal","Favor","NA","NA","NA","NA","About right","Kerry","Yes"
239,"Pacific","Male","Bachelors","Married","Catholic","Pretty happy","75000-89999","Moderate","NA","Oppose","No","NA","NA","NA","Too little","NA","No"
240,"Pacific","Female","Left HS","Married","Catholic","Very happy","NA","NA","Not legal","Oppose","No","About right","About right","About right","NA","NA","Yes"
241,"Pacific","Male","Left HS","Married","Catholic","NA","40000-49999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
242,"Pacific","Female","HS","Never Married","Catholic","Pretty happy","NA","Conservative","Not legal","Oppose","No","NA","NA","NA","NA","NA","Yes"
243,"Pacific","Male","HS","Never Married","Protestant","Pretty happy","NA","Conservative","Not legal","Favor","No","Too little","Too little","About right","Too much","NA","Yes"
244,"Pacific","Female","HS","Widowed","Catholic","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
245,"Pacific","Male","HS","Never Married","None","Pretty happy","22500-24999","Moderate","Legal","Favor","No","Too little","Too little","About right","Too little","Kerry","Yes"
246,"Pacific","Female","Left HS","Widowed","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
247,"Pacific","Female","HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
248,"Pacific","Female","HS","Widowed","Protestant","Not too happy","NA","Conservative","NA","Favor","No","Too little","About right","About right","Too much","Bush","NA"
249,"Pacific","Male","Graduate","Married","Protestant","Pretty happy","NA","Moderate","NA","Favor","No","Too much","Too little","Too little","Too much","Kerry","No"
250,"Pacific","Male","HS","Widowed","Catholic","Very happy","NA","Slightly conservative","Legal","Favor","NA","NA","NA","NA","Too much","Bush","Yes"
251,"Pacific","Female","HS","Married","Protestant","Very happy","Refused","Conservative","Not legal","Favor","NA","Too little","Too little","About right","About right","Bush","Yes"
252,"Pacific","Female","Bachelors","Divorced","Protestant","Not too happy","130000-149999","Moderate","Not legal","Favor","Yes","NA","NA","NA","Too little","Didnt vote","No"
253,"Pacific","Male","Bachelors","Married","Protestant","Very happy","20000-22499","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","About right","Didnt vote","Yes"
254,"Pacific","Male","Left HS","Divorced","Christian","Pretty happy","10000-124999","Moderate","NA","Oppose","No","NA","NA","NA","NA","NA","Yes"
255,"Pacific","Male","Bachelors","Married","Protestant","Pretty happy","75000-89999","Slightly liberal","Not legal","Oppose","No","Too much","Too little","Too little","About right","Kerry","Yes"
256,"Pacific","Female","HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
257,"Pacific","Female","Graduate","Married","Protestant","Pretty happy","150000+","Moderate","Legal","Favor","NA","Too little","About right","Too little","Too little","Bush","Yes"
258,"Pacific","Female","Bachelors","Married","Protestant","Very happy","22500-24999","Slightly liberal","Legal","Favor","NA","NA","NA","NA","About right","Bush","No"
259,"Pacific","Female","HS","Divorced","Catholic","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
260,"Pacific","Female","HS","Married","Protestant","Very happy","7000-7999","Extremely conservative","Not legal","Favor","Yes","Too much","Too much","Too much","About right","Bush","Yes"
261,"Pacific","Male","Bachelors","Divorced","None","Very happy","75000-89999","Moderate","Legal","Oppose","Yes","Too much","About right","About right","Too little","Bush","Yes"
262,"Pacific","Female","Bachelors","Never Married","None","NA","22500-24999","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
263,"Pacific","Female","HS","Married","Jewish","Very happy","30000-34999","Slightly liberal","Legal","Favor","NA","About right","About right","Too little","Too little","Bush","Yes"
264,"Pacific","Male","Graduate","Married","None","Very happy","Refused","Moderate","Not legal","Favor","NA","Too little","About right","Too little","NA","NA","NA"
265,"Pacific","Male","Bachelors","Divorced","Jewish","Very happy","130000-149999","Liberal","NA","Favor","No","NA","NA","NA","About right","Kerry","NA"
266,"Pacific","Female","HS","Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
267,"Pacific","Male","Bachelors","Married","Orthodox-Christian","Pretty happy","NA","Conservative","Legal","Favor","NA","Too little","Too much","Too little","About right","Bush","No"
268,"Pacific","Female","Graduate","Married","Jewish","NA","35000-39999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
269,"Pacific","Male","Bachelors","Married","None","Very happy","150000+","Moderate","NA","Favor","No","Too much","Too little","Too little","Too little","Kerry","No"
270,"Pacific","Male","HS","Never Married","Catholic","Pretty happy","50000-59999","Moderate","Legal","Favor","Yes","Too much","Too little","Too little","Too little","NA","Yes"
271,"Pacific","Female","Bachelors","Married","None","NA","30000-34999","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
272,"Pacific","Female","HS","Married","Protestant","Very happy","NA","Conservative","NA","Favor","Refused","NA","NA","NA","Too much","Bush","Yes"
273,"Pacific","Female","HS","Divorced","Protestant","Not too happy","NA","Slightly conservative","Legal","Favor","NA","Too little","Too little","Too little","Too little","NA","Yes"
274,"Pacific","Male","Left HS","Divorced","Catholic","NA","50000-59999","Conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
275,"Pacific","Male","Left HS","Married","Catholic","Pretty happy","22500-24999","Moderate","Not legal","Favor","No","Too much","About right","About right","Too much","Bush","No"
276,"Pacific","Female","Left HS","Separated","Catholic","Not too happy","NA","Extremely liberal","Legal","Favor","NA","NA","NA","NA","Too much","NA","Yes"
277,"Pacific","Female","Left HS","Divorced","Protestant","Very happy","NA","Moderate","Not legal","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
278,"Pacific","Male","Left HS","Never Married","Catholic","Not too happy","3000-3999","Slightly liberal","NA","Oppose","No","Too little","Too little","Too little","Too much","NA","Yes"
279,"Pacific","Male","HS","Never Married","Catholic","NA","15000-17499","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
280,"Pacific","Male","HS","Married","Catholic","Pretty happy","25000-29999","Moderate","NA","Favor","No","NA","NA","NA","About right","NA","NA"
281,"Pacific","Male","Left HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
282,"Pacific","Female","HS","Separated","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
283,"Pacific","Male","HS","Never Married","Catholic","Not too happy","1000-2999","Liberal","Legal","Favor","No","NA","NA","NA","About right","NA","Yes"
284,"Pacific","Male","HS","Married","Catholic","Very happy","20000-22499","Slightly conservative","NA","Favor","No","NA","NA","NA","Too little","NA","Yes"
285,"Pacific","Male","Jr Col","Married","Catholic","NA","22500-24999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
286,"Pacific","Male","Bachelors","Never Married","NA","NA","Refused","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
287,"Pacific","Male","Left HS","Married","Protestant","NA","15000-17499","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
288,"Pacific","Male","Left HS","Married","Catholic","Pretty happy","30000-34999","Moderate","Legal","Favor","NA","NA","NA","NA","About right","Kerry","No"
289,"Pacific","Male","Jr Col","Married","Catholic","NA","35000-39999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
290,"Pacific","Female","HS","Never Married","Protestant","NA","10000-124999","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
291,"Pacific","Male","HS","Divorced","None","Pretty happy","25000-29999","Slightly liberal","Legal","NA","NA","NA","NA","NA","Too little","Kerry","Yes"
