"","m.impr_post","m.impr_pre","m.click_post","m.click_pre","m.cost_post","m.cost_pre","m.conv_post","m.conv_pre","m.value_post","m.value_pre","m.cpm_pre","m.cpm_post","m.cpc_pre","m.cpc_post","m.cpa_pre","m.cpa_post","m.cpr_pre","m.cpr_post","mult.change","d.impr_post","d.impr_pre","d.click_post","d.click_pre","d.cost_post","d.cost_pre","d.conv_post","d.conv_pre","d.value_post","d.value_pre","d.cpm_pre","d.cpm_post","d.cpc_pre","d.cpc_post","d.cpa_pre","d.cpa_post","d.cpr_pre","d.cpr_post","error.cpr_pre","error.cpr_post"
"87",72804,64678,1901,1768,1485.62,1516.67,150,169,1278.23,1351.28,0.02344955,0.020405747,0.857845023,0.781493951,8.974378698,9.904133333,1.122395062,1.162247796,-0.7,31157,19287,545,385,400.54,286.7,52,67,750.94,716.15,0.014864935,0.012855538,0.744675325,0.73493578,4.279104478,7.702692308,0.400335125,0.533384824,0.722059937,0.628862971
"88",278,1194,7,37,4.14,27.65,0,6,0,0,0.023157454,0.014892086,0.747297297,0.591428571,4.608333333,0,0,0,-0.48,901,2064,28,56,20.57,51.74,2,11,0,125.54,0.025067829,0.022830189,0.923928571,0.734642857,4.703636364,10.285,0.412139557,0,0.412139557,0
"89",12031,20306,172,317,269.28,885.16,6,32,102.48,663.44,0.043591057,0.022382179,2.792302839,1.565581395,27.66125,44.88,1.334197516,2.62763466,-0.35,238083,39362,283,144,555.75,375.35,27,33,433.84,566.37,0.009535847,0.00233427,2.606597222,1.963780919,11.37424242,20.58333333,0.662729311,1.281002213,0.671468205,1.346632448
"90",420,3086,13,74,15.38,214.96,4,13,65.94,111.02,0.069656513,0.036619048,2.904864865,1.183076923,16.53538462,3.845,1.936227707,0.233242342,-0.22,7990,5874,157,100,470.36,311.36,73,33,1276.66,620.1,0.053006469,0.058868586,3.1136,2.995923567,9.435151515,6.443287671,0.502112562,0.368430122,1.434115144,0.135187781
"91",898,3688,21,91,42.45,246.9,6,14,102.48,145.49,0.066946855,0.047271715,2.713186813,2.021428571,17.63571429,7.075,1.69702385,0.414227166,-0.49,11407,11792,153,152,546.83,538.93,45,49,630.31,756.97,0.045703019,0.047938108,3.545592105,3.574052288,10.99857143,12.15177778,0.711956881,0.867557234,0.98506697,0.453330067
"92",824,1464,13,35,12.31,55.17,0,2,0,53.34,0.037684426,0.01493932,1.576285714,0.946923077,27.585,0,1.034308211,0,-0.2,10189,7269,228,177,584.91,486.28,57,47,742.18,806.97,0.066897785,0.057406026,2.747344633,2.565394737,10.34638298,10.26157895,0.602599849,0.788097227,0.431708363,0.788097227
"93",242,129,6,12,11.09,35.39,1,6,0,107.97,0.274341085,0.045826446,2.949166667,1.848333333,5.898333333,11.09,0.327776234,0,-0.01,2005,1919,54,56,213.69,265.67,33,30,564.09,515.26,0.138441897,0.106578554,4.744107143,3.957222222,8.855666667,6.475454545,0.515603773,0.378822528,0.187827539,0.378822528
"94",729,1251,23,64,27.92,153.04,1,6,0,67.09,0.122334133,0.03829904,2.39125,1.213913043,25.50666667,27.92,2.28111492,0,-0.19,333,453,8,12,22.43,28.96,2,0,30.8,0,0.06392936,0.067357357,2.413333333,2.80375,0,11.215,0,0.728246753,2.28111492,0.728246753
"95",2388,3067,98,117,195.05,306.55,34,31,450.53,473.21,0.099951092,0.081679229,2.62008547,1.990306122,9.888709677,5.736764706,0.647809641,0.432934544,-0.15,2578,2577,132,125,446.3,404.88,29,37,378.2,443.39,0.157112922,0.173118697,3.23904,3.381060606,10.9427027,15.38965517,0.91314644,1.180063458,0.265336799,0.747128915
"96",906,1018,13,22,17.16,30.98,2,4,12.6,65.94,0.03043222,0.018940397,1.408181818,1.32,7.745,8.58,0.469821049,1.361904762,0.1,3108,2765,31,26,79.95,53.54,0,6,0,80.84,0.019363472,0.025723938,2.059230769,2.579032258,8.923333333,0,0.662295893,0,0.192474844,1.361904762
"97",1527,902,31,30,42.29,50.32,4,6,57.4,89.88,0.05578714,0.027694826,1.677333333,1.364193548,8.386666667,10.5725,0.559857588,0.736759582,0.04,2454,1923,51,57,102.4,126.86,6,15,61.6,61.74,0.065969839,0.041727791,2.225614035,2.007843137,8.457333333,17.06666667,2.054745708,1.662337662,1.49488812,0.92557808
"98",649,550,20,30,66.96,104.24,1,4,54.49,85.54,0.189527273,0.103174114,3.474666667,3.348,26.06,66.96,1.218611176,1.22884933,-0.19,980,1176,30,38,81.18,108.12,7,13,120.68,221.12,0.091938776,0.082836735,2.845263158,2.706,8.316923077,11.59714286,0.488965268,0.672688101,0.729645908,0.556161229
"99",0,286,0,16,0,23.83,0,3,0,22,0.083321678,0,1.489375,0,7.943333333,0,1.083181818,0,0.08,8123,16908,148,276,112.73,202.32,8,8,44,94.52,0.011965933,0.013877878,0.733043478,0.761689189,25.29,14.09125,2.140499365,2.562045455,1.057317547,2.562045455
"100",410,673,11,16,8.09,10.11,3,3,0,22,0.015022288,0.019731707,0.631875,0.735454545,3.37,2.696666667,0.459545455,0,0.1,4588,4299,66,71,43.99,46.17,7,7,44,44,0.010739707,0.009588056,0.65028169,0.666515152,6.595714286,6.284285714,1.049318182,0.999772727,0.589772727,0.999772727
"101",674,683,20,39,6.7,11.41,2,0,22,0,0.01670571,0.009940653,0.292564103,0.335,0,3.35,0,0.304545455,0.18,3155,4586,89,188,30.76,62.83,0,8,0,66,0.013700392,0.009749604,0.334202128,0.345617978,7.85375,0,0.951969697,0,0.951969697,0.304545455
"102",72,1195,3,39,1.26,38.16,0,4,0,60,0.031933054,0.0175,0.978461538,0.42,9.54,0,0.636,0,-0.07,6423,7005,135,142,157.17,178.49,12,10,168,120,0.025480371,0.024469874,1.256971831,1.164222222,17.849,13.0975,1.487416667,0.935535714,0.851416667,0.935535714
"103",715,860,41,41,19.05,17.34,8,3,29.75,25.43,0.020162791,0.026643357,0.422926829,0.464634146,5.78,2.38125,0.681871805,0.640336134,-0.38,3003,2514,134,111,84.98,74.11,31,36,154.01,140.75,0.029478918,0.028298368,0.667657658,0.634179104,2.058611111,2.741290323,0.526536412,0.551782352,0.155335393,0.088553783
"104",3871,3547,345,349,269.04,300.04,79,71,329.35,392.98,0.084589794,0.069501421,0.859713467,0.779826087,4.225915493,3.40556962,0.763499415,0.816881737,-0.2,2048,2344,83,123,46.49,79.05,21,35,112.27,142.43,0.033724403,0.022700195,0.642682927,0.560120482,2.258571429,2.213809524,0.555009478,0.414091031,0.208489936,0.402790706
"105",214,1193,9,58,6.55,51.98,3,8,0,15.6,0.04357083,0.030607477,0.896206897,0.727777778,6.4975,2.183333333,3.332051282,0,-0.55,4040,3286,122,105,154.3,136.24,30,27,31.2,123.35,0.041460743,0.038193069,1.29752381,1.264754098,5.045925926,5.143333333,1.104499392,4.945512821,2.22755189,4.945512821
"106",1751,1474,87,56,71.61,42.35,23,6,86.38,0,0.028731343,0.04089663,0.75625,0.823103448,7.058333333,3.113478261,0,0.829011345,0,7658,5983,268,202,277.57,203.4,61,46,133.19,147.86,0.033996323,0.036245756,1.006930693,1.035708955,4.42173913,4.550327869,1.375625592,2.084015316,1.375625592,1.255003971
"107",5829,5095,200,162,250.24,218.18,54,39,179.26,225.4,0.042822375,0.042930177,1.346790123,1.2512,5.594358974,4.634074074,0.967968057,1.395961174,-0.38,4167,4891,140,176,127.12,166.11,53,30,223.57,86.1,0.03396238,0.030506359,0.943806818,0.908,5.537,2.398490566,1.929268293,0.568591493,0.961300236,0.827369681
"108",815,424,89,54,108.21,63.84,30,21,67.63,93.95,0.150566038,0.132773006,1.182222222,1.215842697,3.04,3.607,0.679510378,1.600029573,-0.2,252,215,15,9,16.04,11.15,11,0,26.83,0,0.051860465,0.063650794,1.238888889,1.069333333,0,1.458181818,0,0.597838241,0.679510378,1.002191332
"109",916,642,37,17,60.97,21.43,13,5,103.5,31.43,0.033380062,0.066561135,1.260588235,1.647837838,4.286,4.69,0.681832644,0.589082126,0.49,295,308,6,4,5.6,2.76,2,0,11,0,0.008961039,0.018983051,0.69,0.933333333,0,2.8,0,0.509090909,0.681832644,0.079991217
"110",7903,4505,547,308,485.82,243.73,97,46,346.93,216.94,0.054102109,0.061472858,0.791331169,0.888153565,5.298478261,5.008453608,1.123490366,1.400340126,-0.34,14630,11076,678,515,565.54,415.74,139,113,491.11,409.26,0.037535211,0.038656186,0.807262136,0.834129794,3.679115044,4.068633094,1.015833456,1.151554642,0.10765691,0.248785485
"111",511,807,19,41,17.3,42.13,0,10,0,68.8,0.0522057,0.033855186,1.027560976,0.910526316,4.213,0,0.612354651,0,-0.11,2423,2252,180,202,169.77,196.97,57,33,206.04,149.06,0.087464476,0.070066034,0.97509901,0.943166667,5.968787879,2.978421053,1.321414196,0.82396622,0.709059544,0.82396622
"112",465,1253,43,121,27.04,104.41,6,39,0,29.75,0.083328013,0.058150538,0.862892562,0.628837209,2.677179487,4.506666667,3.509579832,0,-1.44,2302,2059,108,80,73.35,63.05,49,39,77.88,72.76,0.030621661,0.031863597,0.788125,0.679166667,1.616666667,1.496938776,0.866547554,0.94183359,2.643032278,0.94183359
"113",2505,4099,95,177,57.88,113.12,8,19,56.35,87.83,0.027596975,0.023105788,0.639096045,0.609263158,5.953684211,7.235,1.287942616,1.02715173,-0.17,15216,12854,144,133,83.81,73.91,9,4,40.75,15.6,0.005749961,0.005508018,0.555714286,0.582013889,18.4775,9.312222222,4.737820513,2.056687117,3.449877896,1.029535386
"114",1264,5325,47,266,29.46,185.79,7,37,26.6,131.2,0.034890141,0.023306962,0.698458647,0.626808511,5.021351351,4.208571429,1.416082317,1.107518797,-0.63,1570,1471,32,29,19.84,16.58,4,7,0,15.6,0.011271244,0.012636943,0.571724138,0.62,2.368571429,4.96,1.062820513,0,0.353261804,1.107518797
"115",2338,316,184,15,223.13,15.72,35,6,92.78,54.9,0.049746835,0.09543627,1.048,1.212663043,2.62,6.375142857,0.286338798,2.404936409,0.1,1823,1677,130,127,109.32,99.43,30,29,51.75,196.21,0.0592904,0.059967087,0.782913386,0.840923077,3.42862069,3.644,0.506752969,2.112463768,0.220414171,0.292472641
"116",2265,1510,123,99,81.24,88.35,25,23,94.23,75.2,0.058509934,0.03586755,0.892424242,0.660487805,3.841304348,3.2496,1.174867021,0.862145813,-0.5,3285,2984,144,151,103.73,117.19,23,26,71.95,189.35,0.039272788,0.031576865,0.776092715,0.720347222,4.507307692,4.51,0.618906786,1.441695622,0.555960235,0.579549809
"117",248,2560,15,125,10.87,92.7,1,13,0,15.6,0.036210938,0.043830645,0.7416,0.724666667,7.130769231,10.87,5.942307692,0,-0.83,1226,1606,45,86,42.28,78.46,9,8,15.6,75.66,0.048854296,0.034486134,0.912325581,0.939555556,9.8075,4.697777778,1.037007666,2.71025641,4.905300026,2.71025641
"118",7184,8319,332,348,204.81,223.92,44,42,133,122.99,0.026916697,0.028509187,0.643448276,0.61689759,5.331428571,4.654772727,1.820635824,1.539924812,-0.15,61324,56753,1367,1283,1027.66,1047.63,241,241,990.77,1022.23,0.018459465,0.016757876,0.816547155,0.751762985,4.347012448,4.264149378,1.024847637,1.037233667,0.795788187,0.502691145
"119",52748,55042,4053,3895,2443.68,2826.55,631,639,2353.34,3024.58,0.051352603,0.046327444,0.725686778,0.602931162,4.423395931,3.872709984,0.934526447,1.038387993,-0.45,5140,4858,147,129,85.58,83.09,26,17,130.1,72.23,0.017103746,0.016649805,0.644108527,0.582176871,4.887647059,3.291538462,1.150353039,0.657801691,0.215826592,0.380586302
"120",2075,705,9,5,115.22,23.54,6,3,73.5,73.5,0.033390071,0.055527711,4.708,12.80222222,7.846666667,19.20333333,0.320272109,1.567619048,0.93,3300,2253,17,12,110.38,89.88,3,0,49.5,0,0.039893475,0.033448485,7.49,6.492941176,0,36.79333333,0,2.22989899,0.320272109,0.662279942
"121",6360,5461,39,27,273.39,194.48,2,7,228.86,230.28,0.035612525,0.042985849,7.202962963,7.01,27.78285714,136.695,0.844537085,1.194573101,-0.05,6064,11243,36,41,183.1,184.57,2,6,225.86,233,0.016416437,0.030194591,4.501707317,5.086111111,30.76166667,91.55,0.792145923,0.810679182,0.052391163,0.38389392
"122",1632,749,6,5,45.66,41.03,0,3,0,73.5,0.054779706,0.027977941,8.206,7.61,13.67666667,0,0.558231293,0,0,11399,7742,55,37,880.12,527.48,26,2,2456.8,0,0.068132266,0.077210282,14.25621622,16.00218182,263.74,33.85076923,0,0.358238359,0.558231293,0.358238359
"123",1198,444,45,11,57.3,8.78,7,5,8.5,35.35,0.019774775,0.047829716,0.798181818,1.273333333,1.756,8.185714286,0.248373409,6.741176471,0.92,1636,1618,55,41,48.4,38.4,7,9,9.25,88.75,0.023733004,0.029584352,0.936585366,0.88,4.266666667,6.914285714,0.432676056,5.232432432,0.184302648,1.508744038
"124",612,318,26,15,25.82,8.83,7,8,27.75,37.31,0.027767296,0.042189542,0.588666667,0.993076923,1.10375,3.688571429,0.236665773,0.93045045,0.29,454,356,18,12,6.86,5.01,10,7,27.25,60,0.014073034,0.015110132,0.4175,0.381111111,0.715714286,0.686,0.0835,0.251743119,0.153165773,0.678707331
"125",881,1487,34,87,21.4,74.71,9,21,0,74.53,0.050242098,0.024290579,0.858735632,0.629411765,3.557619048,2.377777778,1.002415135,0,-0.46,5892,5078,420,304,427.16,256.42,147,129,841.06,921.11,0.050496258,0.072498303,0.843486842,1.017047619,1.987751938,2.90585034,0.278381518,0.50788291,0.724033617,0.50788291
"126",3748,2726,311,188,246.69,117.05,64,57,239.41,265.4,0.042938371,0.065819104,0.622606383,0.793215434,2.053508772,3.85453125,0.441032404,1.030408087,0.48,4320,4367,169,181,101.19,110.06,47,53,111.67,203.74,0.025202656,0.023423611,0.608066298,0.598757396,2.076603774,2.152978723,0.540198292,0.906152055,0.099165888,0.124256031
"127",211,212,73,75,23.2,21.61,14,18,79.77,36.5,0.101933962,0.109952607,0.288133333,0.317808219,1.200555556,1.657142857,0.592054795,0.290836154,0,398,350,136,122,58.2,56.55,40,33,100.65,114.2,0.161571429,0.146231156,0.46352459,0.427941176,1.713636364,1.455,0.495183888,0.578241431,0.096870907,0.287405277
"128",151,176,21,39,13.22,23.59,0,4,0,8.5,0.134034091,0.087549669,0.604871795,0.62952381,5.8975,0,2.775294118,0,-0.3,449,376,70,55,44.72,38.43,23,16,51.05,44.5,0.102207447,0.099599109,0.698727273,0.638857143,2.401875,1.944347826,0.863595506,0.876003918,1.911698612,0.876003918
"129",487,521,20,22,12.69,11.42,6,3,8.5,26.28,0.021919386,0.026057495,0.519090909,0.6345,3.806666667,2.115,0.434550989,1.492941176,0.11,895,886,40,40,17.77,19.82,13,9,108.09,18.28,0.022370203,0.019854749,0.4955,0.44425,2.202222222,1.366923077,1.084245077,0.164400037,0.649694087,1.328541139
"130",501,1012,29,90,14.83,71.52,3,23,8.5,96.05,0.070671937,0.029600798,0.794666667,0.51137931,3.109565217,4.943333333,0.744612181,1.744705882,-1.07,1343,1217,72,65,28.16,30.17,18,24,116.36,117.85,0.024790468,0.020967982,0.464153846,0.391111111,1.257083333,1.564444444,0.256003394,0.242007563,0.488608787,1.50269832
"131",801,949,61,117,35.19,68.51,15,16,40.43,59.1,0.072191781,0.043932584,0.585555556,0.576885246,4.281875,2.346,1.159221658,0.870393272,-0.41,2672,2675,146,134,51.61,47.59,28,27,57.61,63.55,0.017790654,0.01931512,0.355149254,0.353493151,1.762592593,1.843214286,0.748859166,0.895851415,0.410362492,0.025458142
"132",216,235,45,47,22.71,21.23,4,8,9.25,54,0.090340426,0.105138889,0.451702128,0.504666667,2.65375,5.6775,0.393148148,2.455135135,0.12,433,750,88,164,38.15,67.32,7,35,8.5,126.6,0.08976,0.088106236,0.410487805,0.433522727,1.923428571,5.45,0.531753555,4.488235294,0.138605406,2.033100159
"133",1335,3341,40,270,15.51,151.75,8,27,25,25.1,0.045420533,0.011617978,0.562037037,0.38775,5.62037037,1.93875,6.045816733,0.6204,-1.46,4177,4325,364,346,158.23,139.78,82,84,155.5,242.62,0.032319075,0.037881254,0.403988439,0.434697802,1.664047619,1.929634146,0.576127277,1.01755627,5.469689456,0.39715627
"134",11068,6414,1306,630,904.73,402.29,258,137,1137.7,535.2,0.062720611,0.081742862,0.638555556,0.692748851,2.936423358,3.506705426,0.75166293,0.795227213,0.13,12786,10923,772,520,516.86,304.54,177,184,890.75,784.59,0.027880619,0.040423901,0.585653846,0.669507772,1.655108696,2.920112994,0.388151774,0.580252596,0.363511156,0.214974617
"135",159,167,15,19,17,18.7,2,9,27.53,43.28,0.111976048,0.106918239,0.984210526,1.133333333,2.077777778,8.5,0.43207024,0.617508173,0.43,225,265,16,9,12.11,6.71,0,0,0,0,0.025320755,0.053822222,0.745555556,0.756875,0,0,0,0,0.43207024,0.617508173
"136",5445,8183,669,1007,446.63,578.08,177,260,640,1107.37,0.070644018,0.082025712,0.574061569,0.667608371,2.223384615,2.523333333,0.522029674,0.697859375,0,11487,12369,1416,1036,900.82,522.68,444,346,1982.29,1643.48,0.042257256,0.078420824,0.504517375,0.636172316,1.510635838,2.028873874,0.318032468,0.454434013,0.203997206,0.243425362
"137",929,726,47,17,29.95,9.63,12,7,8.5,16.5,0.013264463,0.032238967,0.566470588,0.637234043,1.375714286,2.495833333,0.583636364,3.523529412,-0.03,1023,1163,60,39,24.46,16.49,16,16,41.5,23.5,0.014178848,0.023910068,0.422820513,0.407666667,1.030625,1.52875,0.701702128,0.58939759,0.118065764,2.934131821
"138",3372,276,445,18,299.64,8.52,115,4,292.08,16.5,0.030869565,0.08886121,0.473333333,0.673348315,2.13,2.605565217,0.516363636,1.02588332,0.86,4171,2674,262,85,172.02,56.12,127,25,274.85,65.9,0.020987285,0.041241908,0.660235294,0.656564885,2.2448,1.354488189,0.851593323,0.625868656,0.335229687,0.400014664
"139",240,182,91,63,60.8,42.81,26,13,32.3,61.3,0.23521978,0.253333333,0.67952381,0.668131868,3.293076923,2.338461538,0.698368679,1.882352941,-0.35,571,380,105,70,60.69,44.68,37,20,77.35,76.75,0.117578947,0.106287215,0.638285714,0.578,2.234,1.64027027,0.582149837,0.784615385,0.116218841,1.097737557
"140",123,175,21,18,24.78,14.8,6,6,8.5,86.75,0.084571429,0.201463415,0.822222222,1.18,2.466666667,4.13,0.170605187,2.915294118,0,120,118,13,7,8.24,5.18,6,3,24.3,15.5,0.043898305,0.068666667,0.74,0.633846154,1.726666667,1.373333333,0.334193548,0.33909465,0.163588361,2.576199467
"141",460,1095,4,18,3.69,16.03,0,6,0,37,0.014639269,0.008021739,0.890555556,0.9225,2.671666667,0,0.433243243,0,0.15,2348,3016,20,27,19.39,22.57,4,2,8.5,9.1,0.007483422,0.008258092,0.835925926,0.9695,11.285,4.8475,2.48021978,2.281176471,2.046976537,2.281176471
"142",4064,3193,43,21,48.04,22.82,2,6,27.93,59.25,0.007146884,0.011820866,1.086666667,1.117209302,3.803333333,24.02,0.385147679,1.720014322,0.2,13251,15543,164,125,201.37,146.51,29,30,134.7,152.7,0.009426108,0.015196589,1.17208,1.227865854,4.883666667,6.943793103,0.959462999,1.494951745,0.57431532,0.225062577
"143",415,761,19,24,35.39,33.07,3,8,17.6,53.2,0.043455979,0.085277108,1.377916667,1.862631579,4.13375,11.79666667,0.621616541,2.010795455,-0.11,875,1481,37,30,38.71,30.33,9,2,86.32,25.6,0.020479406,0.04424,1.011,1.046216216,15.165,4.301111111,1.184765625,0.448447637,0.563149084,1.562347818
"144",83,107,18,22,14.72,16.69,4,6,36.82,29.6,0.155981308,0.177349398,0.758636364,0.817777778,2.781666667,3.68,0.563851351,0.399782727,-0.16,327,381,24,54,19.77,38.43,13,18,43.35,140.95,0.100866142,0.060458716,0.711666667,0.82375,2.135,1.520769231,0.272649876,0.456055363,0.291201476,0.056272637
"145",653,600,25,20,18.04,12.79,1,4,0,0,0.021316667,0.02762634,0.6395,0.7216,3.1975,18.04,0,0,-0.11,1018,1405,79,88,39.47,43.09,13,24,39.5,117.2,0.030669039,0.038772102,0.489659091,0.499620253,1.795416667,3.036153846,0.367662116,0.999240506,0.367662116,0.999240506
"146",71,71,32,19,11.72,7.14,7,4,44.75,16.5,0.10056338,0.165070423,0.375789474,0.36625,1.785,1.674285714,0.432727273,0.261899441,0,101,115,25,29,13.79,13.43,8,12,0,51.75,0.116782609,0.136534653,0.463103448,0.5516,1.119166667,1.72375,0.259516908,0,0.173210365,0.261899441
"147",277,3994,0,55,0,116.35,0,4,0,60,0.029131197,0,2.115454545,0,29.0875,0,1.939166667,0,0.03,18881,16831,80,100,182.21,227.25,9,16,90,210,0.013501872,0.009650442,2.2725,2.277625,14.203125,20.24555556,1.082142857,2.024555556,0.85702381,2.024555556
"148",3,1641,0,57,0,168.37,0,4,0,30,0.102602072,0,2.953859649,0,42.0925,0,5.612333333,0,-1.62,343,1902,4,10,6.83,20.97,0,2,0,30,0.011025237,0.019912536,2.097,1.7075,10.485,0,0.699,0,4.913333333,0
"149",12,727,0,41,0,48.66,0,8,0,60,0.0669326,0,1.186829268,0,6.0825,0,0.811,0,-0.01,1421,1214,44,48,73.46,85.72,5,4,60,30,0.070609555,0.051695989,1.785833333,1.669545455,21.43,14.692,2.857333333,1.224333333,2.046333333,1.224333333
"150",985,586,31,40,111.59,148.32,13,19,210,240,0.253105802,0.11328934,3.708,3.599677419,7.806315789,8.583846154,0.618,0.531380952,0,642,917,20,18,59.84,63.36,16,5,120,60,0.069094875,0.093208723,3.52,2.992,12.672,3.74,1.056,0.498666667,0.438,0.032714286
"151",288,986,14,24,24.94,45.46,1,7,0,60,0.046105477,0.086597222,1.894166667,1.781428571,6.494285714,24.94,0.757666667,0,0.12,4172,5343,47,87,140.45,266.74,2,23,30,300,0.049923264,0.033664909,3.065977011,2.988297872,11.5973913,70.225,0.889133333,4.681666667,0.131466667,4.681666667
"152",645,1167,27,28,39.19,40.33,4,9,60,60,0.034558698,0.06075969,1.440357143,1.451481481,4.481111111,9.7975,0.672166667,0.653166667,-0.07,818,654,22,19,32.71,31.53,7,6,90,90,0.048211009,0.039987775,1.659473684,1.486818182,5.255,4.672857143,0.350333333,0.363444444,0.321833333,0.289722222
"153",5224,4536,222,195,506.48,483.49,31,45,330,540,0.106589506,0.096952527,2.479435897,2.281441441,10.74422222,16.33806452,0.895351852,1.534787879,-0.8,3651,5342,55,128,81.52,214.73,12,31,180,408,0.040196556,0.022328129,1.677578125,1.482181818,6.926774194,6.793333333,0.52629902,0.452888889,0.369052832,1.08189899
"154",17467,6438,570,209,968.04,323.11,96,43,1230,570,0.050187947,0.05542108,1.545980861,1.698315789,7.514186047,10.08375,0.566859649,0.78702439,0.39,12138,7931,191,153,410.3,348.25,42,54,450,780,0.043909974,0.033802933,2.276143791,2.148167539,6.449074074,9.769047619,0.446474359,0.911777778,0.12038529,0.124753388
"155",954,1038,64,56,120.89,93.84,9,6,60,90,0.090404624,0.126719078,1.675714286,1.88890625,15.64,13.43222222,1.042666667,2.014833333,-0.25,2125,2144,55,86,76.83,111.34,10,11,120,120,0.05193097,0.036155294,1.294651163,1.396909091,10.12181818,7.683,0.927833333,0.64025,0.114833333,1.374583333
"156",1074,631,38,13,37.19,9.54,1,3,0,12.7,0.015118859,0.034627561,0.733846154,0.978684211,3.18,37.19,0.751181102,0,0.41,2722,3146,32,42,34.37,45.16,2,4,12.7,25.4,0.014354736,0.012626745,1.075238095,1.0740625,11.29,17.185,1.777952756,2.706299213,1.026771654,2.706299213
"157",119,98,2,3,12.62,13.09,0,7,0,89.5,0.133571429,0.10605042,4.363333333,6.31,1.87,0,0.146256983,0,0,443,513,6,6,13.1,26.88,3,7,0,65.09,0.052397661,0.029571106,4.48,2.183333333,3.84,4.366666667,0.412966662,0,0.266709678,0
"158",655,762,100,118,24.8,49.28,23,7,535.67,101.95,0.064671916,0.037862595,0.417627119,0.248,7.04,1.07826087,0.483374203,0.046297161,0,2483,2359,595,593,202.95,204.55,93,69,620.68,1171.27,0.086710471,0.081735803,0.344940978,0.341092437,2.964492754,2.182258065,0.174639494,0.326980086,0.308734709,0.280682926
"159",8856,3164,50,19,75.21,27.6,2,3,76.9,230.7,0.008723135,0.008492547,1.452631579,1.5042,9.2,37.605,0.119635891,0.978023407,0,57061,37882,133,84,100.76,75.08,3,4,38.45,38.45,0.001981944,0.00176583,0.893809524,0.757593985,18.77,33.58666667,1.9526658,2.620546164,1.833029909,1.642522757
"160",1906,1041,22,8,84.9,16.74,0,7,0,115.35,0.016080692,0.044543547,2.0925,3.859090909,2.391428571,0,0.145123537,0,0.07,2317,3242,11,17,27.62,42.09,0,4,0,38.45,0.012982727,0.011920587,2.475882353,2.510909091,10.5225,0,1.094668401,0,0.949544863,0
"161",24,1204,1,15,1.76,105.72,0,4,0,87.8,0.087807309,0.073333333,7.048,1.76,26.43,0,1.204100228,0,-0.07,16530,12619,79,66,1390.46,886.64,39,22,1623.78,1078.5,0.070262303,0.084117362,13.43393939,17.60075949,40.30181818,35.65282051,0.822104775,0.856310584,0.381995453,0.856310584
"162",202,1922,1,14,4.52,120.75,0,3,0,151.5,0.062825182,0.022376238,8.625,4.52,40.25,0,0.797029703,0,-0.32,5655,6295,37,44,281.63,432.49,11,22,706.76,960.31,0.068703733,0.049801945,9.829318182,7.611621622,19.65863636,25.60272727,0.450364986,0.398480389,0.346664717,0.398480389
