"ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
166,"Mid-Atl","Male","White","HS","Never Married","Catholic",NA,"20000-22499","Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right",NA,NA
167,"Mid-Atl","Female","White","Bachelors","Married","Protestant",NA,"25000-29999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
168,"Mid-Atl","Female","White","HS","Separated","Catholic","Pretty happy","130000-149999","Not Str Rep","Liberal",NA,"Favor","No","Favor",NA,"Too little","Too little","Too little","Bush","Yes"
169,"Mid-Atl","Male","White","HS","Widowed","Catholic","Not too happy",NA,"Not Str Rep","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
170,"Mid-Atl","Male","Other","Bachelors","Married","Catholic","Very happy","30000-34999","Strong Rep","Conservative","Not legal","Oppose","No","Favor","Too much","Too little","Too little","Too little","Bush","Yes"
171,"Mid-Atl","Female","White","HS","Married","Catholic",NA,"130000-149999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
172,"Mid-Atl","Male","White","Bachelors","Divorced","None",NA,"40000-49999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
173,"Mid-Atl","Female","White","HS","Married","Catholic",NA,"10000-124999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right",NA,NA
174,"Mid-Atl","Male","White","Jr Col","Separated","None","Not too happy","60000-74999","Not Str Rep","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
175,"Mid-Atl","Female","White","HS","Married","Protestant","Not too happy",NA,"Ind","Slightly conservative","Legal","Favor",NA,NA,"About right","About right","About right","Too little",NA,"Yes"
176,"Mid-Atl","Female","Black","Jr Col","Never Married","Christian","Very happy",NA,"Not Str Dem","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
177,"Mid-Atl","Female","White","Bachelors","Married","Catholic",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","Too little","Bush",NA
178,"Mid-Atl","Female","White","Bachelors","Married","Catholic",NA,"90000-109999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
179,"Mid-Atl","Female","White","Bachelors","Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","About right","About right","Too little","Gore",NA
180,"Mid-Atl","Female","White","Graduate","Married","Catholic","Not too happy","110000-129999","Not Str Rep","Extremely conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
181,"Pacific","Male","White","Bachelors","Divorced","None",NA,"3000-3999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nader",NA
182,"Pacific","Male","White","HS","Never Married","Protestant","Pretty happy","40000-49999","Not Str Dem","Moderate",NA,"Favor","No","Favor","Too much","Too little","Too much","Too much","Gore","Yes"
183,"Pacific","Female","White","Graduate","Married","Protestant","Pretty happy","75000-89999","Not Str Rep","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
184,"Pacific","Male","Black","HS","Never Married","Protestant","Pretty happy","1000-2999","Not Str Dem","Slightly liberal",NA,"Oppose","No","Oppose",NA,NA,NA,NA,"Gore","Yes"
185,"Pacific","Female","White","Bachelors","Divorced","None","Pretty happy","40000-49999","Strong Dem","Slightly liberal","Legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Gore","No"
186,"Pacific","Male","Black","Left HS","Never Married","Christian","Pretty happy","12500-14999",NA,"Moderate",NA,"Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
187,"Pacific","Female","White","Left HS","Never Married","Catholic","Pretty happy","4000-4999","Strong Dem","Liberal","Legal","Oppose",NA,NA,"Too much","Too little","Too little","Too little","Gore","Yes"
188,"Pacific","Female","Black","HS","Divorced","Catholic","Pretty happy",NA,"Strong Dem","Slightly liberal","Not legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
189,"Pacific","Female","Black","Left HS","Divorced","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too much","Too much","Too little","Too little",NA,NA
190,"Pacific","Female","Other","HS","Never Married","Catholic",NA,"12500-14999","Ind",NA,NA,NA,NA,NA,NA,"Too little","About right",NA,NA,NA
191,"Pacific","Female","Black","HS","Never Married","Protestant","Pretty happy","12500-14999","Strong Rep","Extremely liberal",NA,"Favor","No","Favor","Too little","Too little","Too little","Too much",NA,"Yes"
192,"Pacific","Female","Black","HS","Divorced","Protestant","Not too happy",NA,"Not Str Dem","Moderate",NA,"Oppose",NA,NA,NA,NA,NA,NA,NA,"Yes"
193,"Pacific","Male","Other","Bachelors","Married","Protestant",NA,"60000-74999","Not Str Dem",NA,NA,NA,NA,NA,"Too much","Too little","About right","Too little","Bush",NA
194,"Pacific","Male","White","Bachelors","Married","Protestant",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
195,"Pacific","Female","White","HS","Married","Other","Pretty happy","110000-129999","Ind","Slightly liberal","Legal","Favor","No","Favor","About right","Too little","Too much","Too much","Gore","Yes"
196,"Pacific","Male","White","HS","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
197,"Pacific","Female","White","HS","Married","Protestant",NA,"60000-74999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"Pacific","Male","Black","Left HS","Divorced","Christian",NA,"35000-39999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too much","About right","Too little","About right",NA,NA
199,"Pacific","Male","Black","HS","Never Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
200,"Pacific","Female","White","Graduate","Married","Jewish","Pretty happy",NA,"Ind, Near Dem","Slightly conservative","Not legal","Favor",NA,NA,"About right","About right","About right","About right","Gore",NA
201,"Pacific","Female","White","Left HS","Married","Catholic",NA,"3000-3999","Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"Pacific","Male","Other","HS","Married","Catholic","Pretty happy","30000-34999","Not Str Dem","Moderate",NA,"Favor","No","Favor","Too much","Too little","About right","About right","Nader",NA
203,"Pacific","Female","Other","Graduate","Never Married","None","Very happy","75000-89999","Not Str Dem","Liberal","Not legal","Oppose","No","Favor","Too much","Too little","Too little","About right","Gore","Yes"
204,"Pacific","Female","White","HS","Divorced","Protestant",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
205,"Pacific","Male","White","Bachelors","Married","Orthodox-Christian",NA,"60000-74999","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","About right","About right",NA,NA,NA
206,"Pacific","Female","White","Bachelors","Never Married","Catholic",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
207,"Pacific","Female","White","HS","Never Married","Protestant","Pretty happy","3000-3999","Not Str Dem","Moderate",NA,"Favor","No","Favor","Too much","Too little","Too little","About right",NA,"Yes"
208,"Pacific","Male","White","Jr Col","Divorced","None","Not too happy",NA,"Not Str Dem","Moderate","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
209,"Pacific","Male","White","HS","Divorced","None","Pretty happy",NA,"Ind","Moderate","Legal","Favor","No","Oppose","Too much","Too little","Too little","About right",NA,"No"
210,"Pacific","Female","White","Bachelors","Married","Buddhism",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
211,"Pacific","Male","Black","HS","Divorced","Protestant",NA,"1000-2999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"Pacific","Female","White","HS","Never Married","Catholic","Pretty happy","40000-49999","Ind","Liberal",NA,"Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
213,"Pacific","Male","White","HS","Divorced","Protestant","Pretty happy",NA,"Not Str Rep",NA,NA,"Favor",NA,NA,"About right","Too little","Too little","Too little","Gore",NA
214,"Pacific","Female","White","Jr Col","Married","Catholic",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
215,"Pacific","Female","White","HS","Married","Protestant",NA,"10000-124999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
216,"Pacific","Female","White","HS","Widowed","Catholic",NA,"17500-19999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little",NA,NA
217,"Pacific","Female","White","Jr Col","Married","None","Not too happy",NA,"Strong Dem","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
218,"Pacific","Female","White","Bachelors","Married","None",NA,"110000-129999","Ind",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore",NA
219,"Pacific","Female","White","HS","Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too much","About right",NA,NA
220,"Pacific","Male","White","Bachelors","Married","Protestant","Very happy","110000-129999","Strong Rep","Conservative",NA,"Favor","No","Favor","Too little","Too little","About right","About right","Bush","Yes"
221,"Pacific","Male","White","HS","Never Married","None",NA,"12500-14999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"Pacific","Male","White","HS","Married","None",NA,"110000-129999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
223,"Pacific","Male","Other","Left HS","Married","Catholic","Not too happy","25000-29999","Ind","Liberal","Legal","Favor","No","Favor","About right","About right","About right","Too little",NA,"Yes"
224,"Pacific","Male","Black","Left HS","Married","Protestant","Pretty happy","30000-34999","Strong Dem","Moderate","Not legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore",NA
225,"Pacific","Male","Other","Left HS","Divorced","Christian",NA,"35000-39999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"Pacific","Male","Black","HS","Divorced","Protestant",NA,"22500-24999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Nader",NA
227,"Pacific","Male","Other","HS","Married","Catholic","Pretty happy","40000-49999","Strong Rep","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
228,"Pacific","Female","White","HS","Married","Protestant","Pretty happy","90000-109999","Strong Dem","Slightly liberal","Not legal","Oppose",NA,NA,"Too much","Too little","About right","Too little","Gore",NA
229,"Pacific","Female","White","HS","Widowed","Catholic","Very happy",NA,"Strong Dem","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
230,"Pacific","Female","Black","Jr Col","Separated","Protestant",NA,"20000-22499","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Gore",NA
231,"Pacific","Female","White","Bachelors","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little",NA,"Bush",NA
232,"Pacific","Male","White","Bachelors","Never Married","Protestant",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
233,"Pacific","Female","White","Graduate","Widowed","None",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","About right","About right","Gore",NA
234,"Pacific","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
235,"Pacific","Female","White","Bachelors","Married","None","Pretty happy","40000-49999","Not Str Dem","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore",NA
236,"Pacific","Male","White","Left HS","Married","Protestant","Very happy",NA,"Strong Dem","Moderate","Legal","Favor","No","Favor","Too little","Too little","Too little","Too much","Gore","No"
237,"North Central","Female","White","HS","Never Married","Protestant",NA,"15000-17499","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"North Central","Female","White","Jr Col","Married","Catholic",NA,"30000-34999","Not Str Dem",NA,NA,NA,NA,NA,"About right","About right","Too little","Too little",NA,NA
239,"North Central","Female","White","HS","Married","None","Not too happy","10000-124999","Ind","Moderate","Legal","Favor",NA,NA,"About right","Too little","Too little","About right",NA,"Yes"
240,"North Central","Male","Black","HS","Married","Protestant",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
241,"North Central","Male","White","HS","Never Married","Protestant","Pretty happy","25000-29999","Ind, Near Rep","Slightly liberal","Not legal","Oppose",NA,NA,"Too little","Too little","Too little","Too little",NA,"No"
242,"North Central","Male","White","HS","Never Married","None","Pretty happy","50000-59999","Not Str Dem","Slightly liberal","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","No"
243,"North Central","Male","White","Jr Col","Never Married","Catholic","Pretty happy","20000-22499","Ind","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
244,"North Central","Male","White","Left HS","Never Married","Catholic",NA,"30000-34999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
245,"North Central","Female","White","Left HS","Widowed","Catholic",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right",NA,NA
246,"North Central","Male","Other","HS","Married","Protestant","Pretty happy","25000-29999","Not Str Dem","Moderate",NA,"Oppose","No","Favor","Too much","Too little","Too little","About right",NA,"Yes"
247,"North Central","Female","White","Graduate","Married","Catholic",NA,"130000-149999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
248,"North Central","Female","Black","HS","Separated","Protestant","Very happy",NA,"Strong Dem","Conservative",NA,"Favor","Refused","Favor",NA,NA,NA,NA,"Gore","Yes"
249,"North Central","Male","Black","HS","Divorced","Inter-nondenominational","Pretty happy","1000-2999","Ind","Moderate",NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore","Yes"
250,"North Central","Male","White","HS","Never Married","Catholic","Pretty happy","50000-59999","Ind, Near Dem","Conservative","Legal","Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
251,"North Central","Female","White","Left HS","Married","Catholic",NA,"12500-14999","Other party",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
252,"North Central","Female","Other","HS","Married","Catholic","Pretty happy","10000-124999","Not Str Dem","Slightly liberal","Not legal","Favor",NA,NA,"Too little","Too little","About right","Too little","Bush","No"
253,"North Central","Female","White","HS","Never Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"About right","About right","About right","Too little",NA,NA
254,"North Central","Female","White","Left HS","Married","Catholic",NA,"20000-22499","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too much","Too much",NA,NA
255,"North Central","Female","White","Bachelors","Never Married","Inter-nondenominational",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"North Central","Male","White","Jr Col","Never Married","Catholic","Very happy","60000-74999","Strong Dem","Extremely liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
257,"North Central","Female","White","Bachelors","Never Married","None","Very happy","12500-14999","Ind","Liberal","Legal","Favor","No","Favor","About right","Too little","Too little","Too little",NA,NA
258,"North Central","Female","Black","Left HS","Never Married","Protestant",NA,"12500-14999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
259,"North Central","Female","Black","HS","Divorced","Protestant","Pretty happy","17500-19999","Strong Dem","Moderate",NA,"Oppose","No","Favor","About right","Too little","Too little","About right","Gore","No"
260,"North Central","Female","Black","HS","Never Married","Protestant","Pretty happy","7000-7999","Ind, Near Dem","Liberal","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore","Yes"
261,"North Central","Female","Black","HS","Never Married","None","Not too happy","5000-5999","Not Str Dem","Slightly conservative","Not legal","Favor","No","Favor","Too little","Too little","Too little","Too little","Gore","Yes"
262,"North Central","Male","Black","Left HS","Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
263,"North Central","Female","Black","HS","Never Married","Protestant",NA,"under 1000","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"North Central","Female","White","Left HS","Widowed","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"North Central","Male","Black","Jr Col","Married","Protestant",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Gore",NA
266,"North Central","Female","Black","HS","Never Married","Christian","Pretty happy",NA,"Not Str Dem","Slightly liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
267,"North Central","Female","White","HS","Never Married","Catholic","Pretty happy",NA,"Strong Rep","Extremely liberal","Not legal","Favor",NA,NA,"About right","Too little","Too little","About right",NA,"No"
268,"North Central","Female","Black","Left HS","Never Married","None","Pretty happy",NA,"Strong Rep","Extremely conservative","Not legal","Oppose","No","Favor",NA,NA,NA,NA,NA,"No"
269,"North Central","Female","Black","HS","Never Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much","Gore",NA
270,"North Central","Female","Black","Left HS","Never Married","Catholic",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
